Emp_ID,Age,Salary,Joining Designation,Designation,Total Business Value,Quarterly Rating,City,Gender,Education_Level,Dateofjoining,EmployeeLeaveOrNot
1315,33.67,66225,2,2,229049.17,1.75,C6,Male,Bachelor,25-04-2016,1
1316,33.5,70607,2,2.25,1576414.58,3.62,C28,Female,Bachelor,23-10-2015,0
1318,29,111414,3,3,0,1,C8,Male,Master,16-08-2016,1
1319,39.3,25178,1,1,283620,1.6,C5,Female,Master,19-01-2017,1
1320,36,67498,2,2,210800,1,C22,Male,Master,02-01-2017,1
1321,34,76396,2,2,71554.29,1,C20,Male,College,22-05-2017,1
1322,28,48963,2,2,83346.67,1,C2,Male,Bachelor,28-09-2017,0
1323,43.29,67140,1,1,250337.14,1.86,C6,Female,Bachelor,04-08-2016,1
1324,38,57190,3,3,0,1,C22,Male,Bachelor,28-11-2017,0
1325,34,69401,3,3,125215,1,C25,Male,Master,04-09-2017,0
1326,27.67,41463,1,1,142521.11,1.33,C20,Female,Bachelor,14-10-2016,1
1327,38.74,34261.84,1,1.16,1789402.11,3.68,C29,Female,College,20-06-2016,0
1328,26,39790,1,1,0,1,C4,Female,Bachelor,29-11-2017,0
1329,31,70088,1,1,0,1,C29,Male,Master,10-09-2015,1
1330,45.55,116163,1,4,1134248.18,1.82,C3,Female,College,11-07-2014,1
1331,39,17493,1,1,79726.67,1,C7,Female,Bachelor,29-09-2015,1
1333,34,43026,2,2,0,1,C11,Female,Master,28-09-2017,1
1334,38.78,107712,4,4,1380984.44,2.5,C19,Male,Bachelor,18-07-2016,0
1335,32.83,157124,2,3,977959.58,2.5,C18,Male,Master,13-08-2012,0
1336,28,76525,3,3,0,1,C29,Male,Master,29-05-2017,1
1337,50,55465,2,3,259167,1.6,C10,Female,Bachelor,23-07-2012,1
1338,33,33154,3,3,136118,1,C28,Male,College,01-02-2017,1
1339,30,24291,1,1,0,1,C5,Male,College,25-10-2016,0
1340,32,70038,2,2,33396.67,1,C15,Male,Bachelor,18-11-2015,1
1341,35,53117,3,3,166502,1.6,C21,Male,College,31-07-2017,0
1342,32,31057,2,2,89671.11,1,C20,Female,College,24-11-2016,1
1343,35.14,75417,2,3,581242.14,1.86,C26,Female,Bachelor,01-10-2010,1
1345,28.17,15186,2,2,72156.67,1,C29,Male,College,18-07-2017,0
1347,31,54901,2,2,0,1,C25,Male,College,27-05-2016,1
1348,36,58052,2,2,78790,1,C25,Male,Master,23-06-2016,1
1349,32.85,67126,1,3,375170,1.69,C4,Male,College,19-08-2014,1
1350,39,43705,2,2,0,1,C15,Male,College,12-06-2015,1
1351,27,74837,2,2,0,1,C8,Male,College,07-11-2017,0
1352,33,99415,2,2,38208,1,C15,Male,Bachelor,01-08-2017,1
1353,44,49049,2,2,149830,1,C12,Male,College,09-06-2015,1
1354,33.67,54212,2,3,1298494.44,2,C20,Female,Master,09-10-2015,1
1356,30.45,29306,2,2,148966.36,1.27,C11,Female,Master,08-08-2016,1
1357,38.5,105400,3,3,0,1,C29,Male,Master,13-01-2017,1
1358,32,44463,2,2,0,1,C22,Male,Bachelor,05-12-2017,0
1359,31,52007,2,2,0,1,C1,Male,Master,05-07-2016,1
1360,32,107592,4,4,438388.57,1,C20,Male,College,30-11-2016,1
1361,39.4,26796,1,1,113240,1,C17,Male,Master,21-11-2015,1
1362,29,72843,2,2,0,1,C20,Male,Bachelor,28-09-2016,1
1363,44.47,32736,2,3,742857.65,2.24,C19,Female,College,26-07-2012,1
1364,42.2,87325,3,3,113288,1,C12,Female,Bachelor,11-04-2017,1
1365,29.62,25483,1,1,190740,1.75,C18,Male,Master,25-05-2016,1
1366,38.75,17496,2,2,0,1,C22,Male,College,19-09-2017,1
1369,28.57,54231,1,1,228807.14,1.43,C10,Female,College,01-01-2015,1
1370,36.17,66350,1,1,529477.08,2.62,C22,Female,Master,22-05-2015,0
1371,26,28447,1,1,734195.83,3.25,C26,Male,College,27-06-2015,1
1372,30.67,37695,1,1,399556.67,2.5,C21,Female,Master,17-07-2017,0
1373,33.5,47651,2,2,90750,1,C26,Male,Master,06-06-2016,1
1374,33.17,88121,1,2,970738.33,3.25,C5,Male,Bachelor,09-06-2015,0
1375,47.2,44722,1,1,216338,1.6,C1,Female,Master,21-09-2015,1
1376,23,44907,1,1,0,1,C23,Male,Master,09-07-2015,1
1378,27.33,52711,2,2,83660,1,C28,Female,College,11-07-2017,1
1379,29,68975,2,2,0,1,C1,Male,College,03-11-2017,0
1380,28,77197,2,2,424845.71,1.86,C17,Female,Bachelor,30-10-2015,1
1381,41,82617,3,3,117076.67,1,C9,Female,Master,02-10-2017,0
1382,32.61,68259,3,3,511511.11,2,C16,Female,Master,05-07-2016,0
1383,28,88777,2,2,0,1,C19,Male,College,02-08-2016,1
1384,33.44,38059,1,1,563937.78,2.67,C20,Male,College,25-10-2012,1
1385,31,74265,3,3,0,1,C23,Female,College,27-04-2017,1
1386,27,25458,1,1,129388.89,1.33,C26,Female,Master,25-06-2016,1
1387,35,51930,2,2,66666.67,1,C15,Male,Master,21-07-2016,1
1388,32,44566,2,2,33626.67,1,C26,Male,College,24-12-2015,1
1390,50.67,81150,2,3,201946.67,1,C15,Male,College,28-11-2013,1
1392,40,89118,1,4,593162.22,1.67,C13,Female,Bachelor,12-08-2010,1
1393,30,54154,2,2,206910,1.5,C3,Male,Master,22-06-2017,0
1394,36,57908,2,2,126950,1,C25,Male,Bachelor,17-09-2015,1
1395,46,30292,1,1,0,1,C5,Female,Master,02-08-2016,1
1396,31,54821,2,2,573272.5,2.5,C16,Male,Bachelor,23-05-2015,1
1397,36.73,106794,3,3,127181.82,1,C11,Female,Bachelor,04-07-2016,1
1398,32,44160,2,2,0,1,C18,Female,Bachelor,19-09-2015,1
1399,36.17,48576,2,2,220120,1.5,C16,Female,Master,17-07-2017,0
1400,39,59112,2,2,0,1,C4,Male,Master,02-03-2017,1
1401,32,58073,3,3,57300,1,C4,Female,Bachelor,06-09-2017,0
1402,33,19072,1,1,280820,1.5,C6,Female,College,18-02-2015,1
1403,36,64693,2,2,338124,1.6,C1,Male,College,29-06-2015,1
1405,32,119870,3,3,431036.11,2,C12,Male,Bachelor,07-07-2016,0
1406,32.89,80586,1,3,340043.33,1.67,C28,Male,Bachelor,27-04-2013,1
1407,26.44,27806,1,1,132861.11,1.33,C26,Male,Bachelor,09-12-2016,1
1409,33,81561,3,3,0,1,C5,Female,Bachelor,07-07-2016,1
1410,24.2,44061,1,1,0,1,C5,Male,Master,03-07-2017,1
1411,39.25,126416,3,3,229203.75,1.38,C8,Male,College,15-11-2016,1
1412,34,77528,3,3,0,1,C12,Male,Bachelor,28-11-2017,0
1413,26.2,29181,1,1,451414,2.8,C29,Male,Master,21-05-2015,1
1414,29.83,47329,1,2,872560.42,3.25,C29,Female,Bachelor,06-11-2014,0
1415,29,20641,1,1,188838,1.6,C20,Male,Bachelor,01-11-2016,1
1416,32,55374,1,1,306486.67,2,C17,Female,Bachelor,28-09-2017,0
1417,38,41446,1,1,92005,1.5,C20,Male,Master,15-08-2016,1
1418,31,67679,1,1,199036.25,1.75,C17,Male,Master,01-12-2015,1
1419,34,17855,1,1,83953.33,1,C23,Male,College,10-07-2017,0
1421,26.4,62396,3,3,139130,1,C21,Male,Bachelor,28-06-2017,1
1422,30.29,58946,2,2,363946.47,2.18,C12,Female,Master,25-08-2015,1
1424,31,48369,2,2,250423.33,1.5,C24,Male,College,10-08-2015,1
1425,26,37613,1,1,221440,1,C16,Male,College,28-01-2015,1
1426,36.08,98220,1,3,1067678.75,2.88,C1,Male,Bachelor,06-11-2014,0
1428,26.8,90585,3,3,499060,2.2,C2,Male,College,07-08-2017,0
1429,32.83,70900,1,1,290305,1.5,C7,Female,Bachelor,12-09-2015,1
1430,31,19433,2,2,0,1,C6,Female,College,02-01-2017,1
1431,37,52963,2,2,0,1,C7,Female,Bachelor,18-11-2015,1
1432,32.83,29365,1,2,670454.17,2.75,C26,Male,College,13-10-2015,0
1433,25,57678,3,3,324134,1.6,C16,Male,College,31-07-2017,0
1434,37,57744,3,3,0,1,C21,Male,Bachelor,28-09-2017,0
1435,25,19020,1,1,20184,1,C15,Female,Master,02-01-2016,1
1436,25,64128,2,2,29932,1,C8,Male,College,30-01-2017,1
1437,34,56060,2,2,123810,1,C3,Female,Master,28-11-2016,0
1438,37,63819,3,3,322263.33,2,C10,Male,College,28-09-2017,0
1439,31,49664,1,1,115972.5,1,C7,Female,Bachelor,13-01-2016,1
1441,28,78906,2,2,83315,1,C10,Male,Bachelor,15-11-2016,1
1442,27,54126,2,2,0,1,C13,Male,College,11-11-2016,1
1443,36,48540,2,2,110336,1,C26,Female,Bachelor,03-10-2015,1
1444,29,27216,1,1,467141.11,2.67,C6,Female,Master,03-11-2014,1
1446,37.92,119932,2,4,1570579.58,2.5,C8,Female,Master,09-02-2012,0
1447,44.71,56478,3,3,678665.71,2.71,C29,Male,Master,05-06-2017,0
1448,36,57087,2,2,0,1,C8,Female,College,28-11-2017,0
1449,25.5,36529,1,1,0,1,C10,Female,College,16-11-2016,0
1450,30,33246,2,2,277110,1.5,C6,Female,Bachelor,07-12-2015,1
1451,25,61502,1,1,87466.67,1,C25,Female,Bachelor,08-08-2015,1
1452,30.17,61218,1,1,495260.83,2.75,C24,Male,Master,14-01-2017,1
1453,30.5,34593,1,1,326226.67,2,C20,Male,College,28-09-2015,1
1454,33,135337,3,3,0,1,C3,Male,Master,17-04-2017,0
1455,30,55718,2,2,0,1,C17,Male,Bachelor,11-01-2017,1
1456,32,54906,2,2,25120,1,C9,Male,Bachelor,02-12-2016,1
1457,35,48050,3,3,0,1,C12,Male,Bachelor,12-07-2017,1
1458,27.33,41971,2,2,218985.56,1.33,C17,Female,Master,01-09-2015,1
1459,34,70994,2,2,246053.33,1.5,C25,Male,Master,10-09-2015,1
1461,44.86,39841,2,2,322235.71,1.71,C10,Male,College,24-09-2012,1
1462,26.33,58278,2,2,0,1,C18,Female,Master,16-10-2017,0
1463,41.08,38105,1,1,647719.23,3.15,C2,Male,Bachelor,25-08-2015,1
1464,47.08,69141,1,2,1648186.67,3.75,C25,Female,Master,07-07-2015,1
1465,34,45180,3,3,33436.67,1,C17,Male,College,03-12-2015,1
1466,41.5,45183,2,2,143323.33,1,C2,Male,Bachelor,05-01-2016,1
1468,30.75,66779,3,3,177302.5,1,C20,Male,Bachelor,01-09-2017,0
1469,27.33,44091,1,1,125408.33,1.33,C9,Male,College,30-08-2016,1
1470,29.41,47565,1,1,806775.29,3.24,C28,Male,College,17-02-2015,1
1471,35.2,43690,1,1,291036,1.6,C27,Male,Bachelor,27-05-2013,1
1472,40.5,107368,2,4,785472.08,1.75,C22,Female,Master,18-07-2011,1
1473,41,94171,3,3,0,1,C26,Male,College,17-07-2015,1
1474,27,25207,2,2,0,1,C27,Male,Bachelor,17-10-2016,1
1475,27.45,104567,3,3,2426972.73,3.82,C21,Male,Bachelor,01-02-2017,0
1476,33,39422,2,2,37590,1,C14,Male,Bachelor,13-06-2017,1
1477,29.2,110542,4,4,0,1,C8,Male,Master,06-07-2016,1
1479,36.8,50436,3,3,1028768,2.2,C5,Male,College,06-02-2017,1
1480,29,39635,2,2,0,1,C25,Female,College,11-12-2015,1
1481,35.5,16688,1,1,98712.5,1,C2,Female,Bachelor,06-01-2016,1
1482,38,50211,3,3,0,1,C27,Female,Bachelor,11-04-2017,1
1483,23.75,40408,1,1,121400,1,C13,Female,Master,07-07-2015,1
1484,44.83,101198,2,4,1963536.67,2.75,C2,Male,College,14-09-2011,0
1485,25,46010,1,1,0,1,C21,Male,Bachelor,29-03-2017,1
1486,43.83,81172,1,4,1215879.17,1.88,C15,Female,College,09-12-2013,0
1487,29.11,23299,1,1,219973.33,1.67,C26,Male,Master,28-12-2015,1
1489,29,39403,2,2,282100,2.2,C8,Male,Bachelor,18-08-2017,0
1490,38.12,71142,2,2,146788.75,1.38,C21,Female,College,20-03-2017,1
1491,25.8,56936,2,2,0,1,C20,Male,Bachelor,18-04-2017,1
1492,42,130279,3,3,0,1,C1,Male,College,04-10-2017,1
1493,26.25,64476,1,1,393507.5,2.25,C19,Male,Master,21-07-2016,1
1494,32,34356,1,1,0,1,C18,Female,College,09-05-2015,1
1495,29.5,97212,2,2,148300,1.5,C22,Male,Master,29-06-2017,0
1498,28,49570,2,2,0,1,C12,Female,College,04-05-2017,1
1500,31,86551,3,3,31940,1,C18,Male,Master,13-06-2017,1
1501,38,73316,3,3,0,1,C5,Male,Master,17-11-2017,0
1502,35,64780,2,2,30006,1,C21,Female,Master,28-09-2016,1
1504,48.67,31555,2,2,734360.83,2.88,C8,Male,Master,02-03-2015,0
1505,26.83,69831,3,3,175498.33,1.5,C22,Female,Bachelor,03-07-2017,0
1506,31,57107,1,1,0,1,C14,Female,Bachelor,15-08-2016,1
1507,39,60780,2,2,0,1,C19,Female,Master,28-10-2015,1
1508,32.2,108452,2,3,800025,2.5,C23,Male,College,21-07-2010,1
1509,33.93,79222,2,2,733170.71,2.29,C27,Male,Bachelor,20-07-2016,1
1510,27.25,92375,1,3,533187.5,1.88,C16,Female,Bachelor,14-07-2014,0
1512,31.38,49957,2,2,217717.5,1.62,C23,Male,Bachelor,05-05-2016,1
1513,24.17,19448,1,2,519543.33,2,C28,Female,College,06-07-2015,1
1514,32,54667,3,3,128128,1,C20,Male,College,01-08-2017,0
1515,35.5,84573,3,3,0,1,C24,Male,Master,31-10-2017,0
1516,34.67,75453,2,2,109768.33,1.5,C12,Female,Master,07-07-2016,1
1517,41.33,125545,1,3,750825,1.5,C11,Female,Master,20-09-2012,1
1518,36,113064,3,3,75052.5,1,C15,Female,Master,01-09-2017,0
1520,31.5,64559,1,2,486646.67,2.25,C5,Male,Master,30-10-2010,1
1521,31,31401,1,1,0,1,C20,Male,Bachelor,07-12-2017,0
1522,30,64606,2,2,228241.43,1.86,C6,Female,Master,08-05-2017,1
1523,28,35116,1,1,0,1,C2,Female,Master,03-01-2017,1
1524,35,44784,2,2,205590,1.43,C13,Female,College,24-09-2015,1
1525,28,61884,2,2,237306.67,1,C13,Female,College,17-08-2015,1
1526,32.83,60087,1,1,584447.08,3,C1,Male,Master,24-12-2013,0
1527,31,82042,2,2,24615,1,C5,Male,Master,08-05-2017,0
1528,42,76707,2,2,0,1,C25,Male,Master,30-11-2015,1
1529,37,20523,1,1,0,1,C5,Female,College,07-11-2017,0
1530,26.33,44841,1,1,0,1,C20,Male,Master,25-07-2017,1
1531,31,46001,2,2,106816.67,1,C25,Male,Master,21-01-2014,1
1532,36.69,48555,2,2,204260,1.38,C2,Male,Bachelor,15-09-2016,0
1533,32,74305,3,3,0,1,C22,Female,College,21-09-2017,1
1534,29.17,96076,3,3,554833.33,1.67,C26,Female,College,23-02-2017,1
1536,27,39731,1,1,0,1,C15,Male,Master,19-07-2016,1
1540,31.92,44949,1,2,845407.69,2.69,C5,Male,Master,29-04-2013,1
1541,40,48956,1,1,165120,1.6,C4,Male,College,15-05-2017,1
1542,39,42300,1,1,0,1,C6,Female,College,13-11-2015,1
1543,44,31948,1,1,0,1,C4,Male,Bachelor,18-06-2015,1
1544,37,90123,2,2,70000,1,C13,Male,Bachelor,31-10-2016,1
1547,33,57863,2,2,160708,1,C13,Female,Master,02-01-2017,1
1548,27.2,35090,1,1,378748,2.2,C20,Male,Bachelor,19-10-2015,1
1549,35.17,95945,1,3,902513.75,2.75,C21,Female,Bachelor,30-08-2012,0
1550,30,25552,2,2,161226.67,1,C2,Male,Bachelor,03-10-2017,0
1553,44.1,24821,1,1,155339,1.6,C1,Female,College,23-06-2016,1
1555,28.33,42317,1,1,678538.33,3,C23,Male,Bachelor,23-06-2015,1
1556,30.75,21762,1,1,0,1,C26,Female,College,08-06-2017,1
1557,32,47379,1,1,29100,1,C12,Male,Master,23-05-2016,1
1558,30.83,34561,2,2,534995,2,C22,Male,College,29-09-2015,1
1559,38,62853,1,1,295732.22,2,C14,Female,Master,25-06-2015,1
1560,36.1,44999,1,2,473029.5,2.15,C7,Male,Bachelor,13-08-2012,1
1561,31,30292,1,1,55151.43,1,C25,Male,College,15-11-2016,0
1562,25,31361,1,1,270028,1.6,C17,Female,Master,10-06-2015,1
1563,41.63,35176,2,2,466150,2.11,C27,Female,Master,21-06-2016,0
1565,35.38,30310,1,1,356162.5,2.31,C9,Female,Bachelor,23-10-2015,1
1566,31,59451,3,3,0,1,C6,Female,College,28-06-2017,1
1567,36,46726,3,3,37900,1,C22,Male,Bachelor,29-07-2016,1
1568,34,70455,2,2,0,1,C20,Male,Bachelor,11-12-2017,0
1569,24.05,56760,1,1,338126.32,2.11,C21,Male,Master,13-05-2015,1
1570,33,72503,2,2,0,1,C21,Female,Master,31-10-2016,1
1571,23,54632,1,1,0,1,C16,Male,Master,28-09-2016,1
1572,30,21245,2,2,0,1,C8,Male,College,06-06-2016,1
1573,29.5,62349,1,2,804208.75,2.88,C8,Female,Bachelor,30-07-2012,0
1574,27,72839,2,2,0,1,C14,Male,College,28-06-2016,1
1575,34,111621,3,3,0,1,C15,Male,Master,30-08-2016,1
1576,28.62,71740,3,3,662611.25,2.75,C26,Male,Master,04-04-2017,1
1577,31.5,43963,2,2,0,1,C24,Female,College,17-09-2016,1
1578,41.14,54922,2,2,491942.86,2.29,C13,Male,Master,05-10-2015,1
1579,23.62,32779,1,1,559798.46,2.62,C10,Male,College,10-12-2016,0
1580,27,23149,2,2,0,1,C27,Male,College,05-09-2016,1
1581,29,25873,1,1,0,1,C15,Male,College,30-06-2016,1
1582,39,52711,2,2,443298.33,2,C3,Male,Bachelor,31-08-2015,1
1583,27,12456,1,1,0,1,C16,Female,College,07-05-2015,1
1585,47.35,117644,2,4,1056916.47,1.53,C7,Male,Bachelor,16-06-2010,1
1586,30,75643,2,2,0,1,C6,Female,College,20-09-2017,0
1587,46,48111,2,2,429938.57,1.86,C20,Female,College,17-02-2015,1
1588,41.08,84516,1,2,814994.17,3.12,C5,Male,Bachelor,20-09-2012,0
1589,38.67,55037,3,3,243675,1,C15,Male,Master,26-10-2015,1
1590,31,38396,2,2,0,1,C17,Female,College,05-06-2017,1
1591,28,43897,2,2,0,1,C19,Male,Bachelor,16-12-2015,1
1592,25,58051,1,1,414152.5,2.38,C29,Female,Master,03-05-2017,0
1593,27,49886,2,2,0,1,C28,Male,College,23-11-2017,1
1594,33,76101,3,3,90140,1,C20,Male,Bachelor,31-07-2017,0
1595,28.62,27572,1,1,284110,2.25,C22,Male,Bachelor,04-08-2015,1
1597,38,54600,2,2,279177.78,2,C17,Female,Bachelor,31-05-2012,1
1598,34.53,95284,4,4,828238.67,1.6,C20,Male,Master,04-10-2016,0
1599,29.83,108812,3,3,50200,1,C9,Female,Master,04-07-2017,0
1600,36.5,83083,3,3,510439.17,2.5,C14,Male,Master,13-08-2016,1
1601,31,59932,2,2,0,1,C12,Male,College,29-08-2016,1
1602,38,22645,1,1,145270,1.43,C10,Male,College,12-09-2015,1
1603,28,66465,1,1,0,1,C20,Female,Master,14-10-2015,1
1605,42,50832,1,1,540063.75,3,C16,Male,College,05-05-2017,0
1606,43.42,99127,1,3,950000.83,2.75,C12,Female,Bachelor,22-08-2011,0
1607,26,77477,3,3,501877.5,1.75,C15,Male,Master,10-01-2017,1
1609,22,12987,1,1,0,1,C5,Female,College,29-11-2016,1
1610,38,116218,2,4,153232.86,1,C7,Male,Bachelor,30-05-2016,1
1611,31,23537,1,1,512184.44,2.33,C4,Male,Bachelor,08-01-2015,1
1612,33.58,69697,2,2,526712.92,2.25,C27,Male,College,14-10-2015,1
1613,32.75,45531,2,2,0,1,C26,Male,College,25-01-2017,1
1614,42,20797,2,2,0,1,C27,Male,Bachelor,09-07-2015,1
1616,44,100297,5,5,0,1,C14,Male,Bachelor,23-10-2014,1
1617,34,45153,1,1,0,1,C3,Male,Master,13-03-2017,1
1618,29,56985,2,2,0,1,C1,Male,Bachelor,03-11-2017,0
1619,33,44706,2,2,0,1,C16,Female,College,08-12-2017,0
1621,27,29043,1,1,835515.56,3,C25,Male,Master,19-01-2015,1
1622,35,21412,2,2,0,1,C20,Male,College,28-09-2017,0
1623,36.42,94437,1,3,596412.08,2.25,C5,Male,Master,02-08-2012,0
1624,30,72989,3,3,50925,1,C13,Female,Bachelor,02-12-2015,1
1625,40,56380,3,3,82260,1,C29,Male,Master,22-11-2017,0
1626,40,113174,4,4,0,1,C1,Male,Master,03-11-2017,0
1627,31,34473,2,2,0,1,C1,Male,Bachelor,28-06-2016,1
1628,37,35189,3,3,0,1,C27,Male,College,20-04-2017,1
1629,37.22,112424,2,4,791206.67,1.67,C12,Male,College,01-08-2011,0
1630,35,98568,2,2,0,1,C28,Female,Bachelor,12-12-2016,1
1631,23,71984,1,3,775778.33,1.75,C6,Female,Master,13-01-2015,1
1632,36,81876,2,2,0,1,C3,Female,Bachelor,06-12-2017,0
1633,30.92,52126,2,2,469004.62,2.38,C29,Female,College,29-11-2016,0
1634,22.75,40818,1,1,67695,1,C21,Female,Bachelor,14-09-2017,0
1635,29,13417,1,1,84253.33,1,C20,Male,College,31-12-2015,1
1636,31.25,61712,3,3,0,1,C12,Male,Master,29-03-2017,1
1637,34,68209,3,3,189734,1,C1,Female,Master,03-08-2017,0
1638,31.88,122837,3,3,3759614.38,4,C2,Female,Bachelor,11-04-2016,1
1639,46.14,50533,1,1,105471.43,1,C8,Male,Bachelor,01-09-2015,1
1640,27.31,88169,3,3,905366.92,2.77,C28,Male,Bachelor,09-11-2016,1
1642,48.58,55774,2,2,638745.83,2.25,C29,Male,Master,05-09-2015,0
1643,36,47992,1,1,113652.5,1,C25,Male,Bachelor,10-09-2015,1
1644,46.83,105513,2,4,1201781.67,2.12,C9,Female,Bachelor,28-04-2011,0
1645,24.83,15822,1,1,0,1,C3,Male,College,04-10-2016,1
1646,33,74903,3,3,0,1,C1,Female,Master,15-05-2017,1
1647,25.75,36114,1,1,162692.5,1,C3,Male,Master,03-09-2015,1
1650,31,34600,2,2,0,1,C23,Female,College,11-12-2017,0
1651,42.29,21942,1,1,284474.71,2.18,C18,Male,College,21-10-2015,1
1652,33,127193,3,3,166902.5,1.38,C3,Male,Bachelor,01-05-2017,0
1653,32,16486,1,1,0,1,C19,Female,College,27-04-2017,1
1655,33,43252,1,2,684645,2.62,C11,Female,Bachelor,06-08-2012,0
1657,39.42,100892,1,4,891839.17,2,C10,Male,College,06-09-2012,0
1658,29.86,34234,1,1,249220,1.86,C22,Female,Master,21-11-2016,0
1659,25,60688,2,2,0,1,C22,Female,Bachelor,01-08-2016,1
1661,42.5,21898,1,1,135800,1,C20,Male,Bachelor,17-05-2013,1
1662,42.42,120954,1,3,910462.5,2.88,C1,Female,College,20-09-2012,0
1663,36,59481,2,2,0,1,C5,Male,Master,19-11-2016,0
1664,51.5,91839,1,4,1046749.58,2,C27,Female,Bachelor,28-01-2013,1
1665,34.38,52175,2,2,142485,1.25,C12,Male,Bachelor,26-04-2017,1
1666,34,42844,2,2,584236,2.8,C21,Male,Bachelor,31-07-2017,0
1667,42,58534,3,3,0,1,C29,Male,Bachelor,02-04-2016,1
1668,32.59,52635,2,2,200957.06,1.35,C15,Female,College,09-08-2016,0
1669,21.75,11068,1,1,181478.12,1.19,C25,Male,College,08-09-2016,1
1670,33.5,24875,1,1,447258.33,2.5,C1,Female,Bachelor,07-03-2015,0
1671,29,62689,3,3,0,1,C9,Female,College,02-12-2016,1
1672,36.75,115978,4,4,0,1,C14,Female,Bachelor,06-01-2014,1
1673,51.73,81784,1,2,365140,2.09,C14,Female,Master,23-06-2015,1
1674,34,21627,1,1,43802,1,C1,Female,Master,18-10-2016,1
1675,40.88,53930,1,1,1357359.38,3.62,C14,Female,Master,13-07-2015,1
1676,35.2,70831,2,2,242596,1.6,C27,Female,Master,02-08-2017,0
1677,33,123255,2,2,2256895,4,C10,Female,Master,03-01-2015,1
1678,33,41305,2,2,246329.17,1.75,C16,Male,College,29-11-2014,0
1679,34.92,55285,1,2,607415.42,2.38,C12,Male,Master,27-07-2015,0
1680,31.25,65299,2,2,377367.5,1.75,C9,Female,Bachelor,04-01-2017,1
1681,29,40325,1,1,166666.67,1,C18,Male,Master,20-08-2015,1
1682,23.83,48711,2,2,331573.33,1.83,C24,Male,Master,29-05-2017,1
1683,39.5,100798,3,3,148037.5,1.5,C9,Female,College,01-05-2017,1
1685,33.56,56916,1,1,375435.56,2,C25,Female,Bachelor,04-08-2015,1
1686,34,30959,1,1,43500,1,C15,Male,College,09-06-2017,1
1687,33,45207,1,1,87360,1.29,C3,Male,Master,09-02-2017,1
1688,28,65448,2,2,0,1,C28,Male,Master,22-08-2016,1
1689,36,50809,3,3,20620,1,C3,Female,Master,22-06-2016,1
1690,34.27,87794,2,3,453170,1.82,C28,Male,Bachelor,09-10-2010,1
1692,34,82666,3,3,0,1,C3,Male,Master,02-08-2016,1
1693,33.6,48656,2,2,359846,2,C21,Female,Bachelor,09-01-2017,1
1694,28.5,61789,1,2,1086407.5,3.38,C15,Male,Bachelor,22-04-2013,0
1695,34,94933,3,3,50421.67,1,C2,Male,Master,17-03-2017,1
1696,43,51246,2,2,0,1,C8,Female,Master,29-08-2017,0
1697,26.83,57627,1,1,25481.67,1,C14,Female,College,03-02-2017,1
1699,30.17,14166,1,1,60000,1,C21,Female,College,03-07-2017,1
1701,32,17234,1,1,122968.75,1.38,C9,Female,College,19-12-2016,1
1702,38.5,45148,2,2,0,1,C3,Male,College,11-01-2016,1
1703,27,39434,1,1,0,1,C2,Female,College,28-07-2016,1
1704,29.33,114651,1,3,2049044,3.4,C18,Female,Bachelor,21-03-2015,1
1706,30,104897,3,3,0,1,C16,Female,Master,09-05-2017,0
1707,34.25,21129,1,1,471250,2.5,C6,Female,College,11-09-2017,0
1708,25,57063,2,2,0,1,C19,Male,College,15-12-2017,0
1709,33.75,35823,1,1,0,1,C17,Male,College,04-08-2016,1
1710,43,121239,3,3,698306.67,3,C7,Female,Bachelor,02-10-2017,0
1712,27,104754,3,3,48420,1,C18,Male,Bachelor,04-09-2017,0
1714,26.83,39559,1,2,613489.58,2.62,C26,Male,Bachelor,28-01-2013,0
1715,29,66935,2,2,102186,1,C23,Male,College,12-01-2016,1
1716,32,89503,1,4,1818000,2.5,C7,Female,College,17-05-2013,1
1717,24,27693,1,1,0,1,C2,Male,Master,22-05-2017,1
1718,34.84,95658,2,4,538060,1.32,C26,Female,College,02-10-2010,1
1719,45.57,44497,1,1,281049.29,2.21,C3,Female,College,01-10-2015,1
1720,32.75,73122,3,3,0,1,C29,Male,College,10-12-2016,1
1721,36.33,26206,2,2,0,1,C5,Female,College,12-09-2015,1
1722,41.1,76806,1,3,324631.5,1.45,C27,Male,Master,30-07-2012,1
1723,29.5,29283,1,1,0,1,C1,Male,Bachelor,30-10-2017,0
1724,39,56536,2,2,248585,1.75,C1,Male,Bachelor,12-09-2017,0
1725,25,47565,2,2,0,1,C2,Male,College,28-09-2017,0
1726,29,39121,1,1,0,1,C8,Male,Bachelor,06-06-2016,1
1727,34,29359,1,1,0,1,C1,Male,College,18-06-2015,1
1728,40,43047,2,2,0,1,C24,Male,Master,18-10-2017,1
1729,38.27,96317,1,3,538880.91,2,C11,Female,College,31-10-2011,1
1730,42,51579,1,1,0,1,C9,Male,College,26-05-2015,1
1731,29,61343,1,5,0,1,C28,Female,College,27-09-2010,1
1732,39,42723,1,1,0,1,C10,Female,Bachelor,09-06-2015,1
1733,41.92,41276,1,1,556937.92,2.62,C8,Male,Master,25-04-2013,0
1734,25,22575,1,1,370360,2,C19,Male,Master,13-01-2015,1
1735,30.2,91787,3,3,100934,1,C21,Male,Bachelor,14-07-2017,1
1736,32,49122,1,1,0,1,C27,Male,Bachelor,21-12-2015,1
1737,29,31773,1,1,0,1,C10,Male,Bachelor,11-04-2017,1
